Controle de Uso do Cartão Mestre,,,,,,,"FILIAL: 99
CIDADE EXEMPLO"
02/01/2026,18:51:00,16641,GUSTAVO RAQUEL LIMA DOS COSTA,ENTREGA,AUX. DE DEPOSITO,HORÁRIO NEGADO,IARA
03/01/2026,10:18:00,39930,JOAO TEIXEIRA NETO,MANUTENCAO INFRAESTRUTURA,OPERADOR DE EMPILHADEIRA,HORÁRIO NEGADO,GR5 - EDUARDO
03/01/2026,10:30:20,29741,ANA PATRICIA ALVES DA TEIXEIRA,UTILIDADES DOMESTICAS - PLASTICOS,AUX. ADMINISTRATIVO,HORÁRIO NEGADO,NILDO
03/01/2026,10:50:00,34075,EDUARDO MENDES,RECURSOS HUMANOS,OPERADOR DE EMPILHADEIRA,HORÁRIO NEGADO,GR2 - BEATRIZ
03/01/2026,14:09:00,33540,JOANA REIS DE LIMA,PREVENCAO DE PERDAS,ATENDENTE,HORÁRIO NEGADO,GR2 - BEATRIZ
03/01/2026,14:35:00,27149,JOAO SOUZA DOS MOREIRA,PISOS E REVESTIMENTOS,ELETRICISTA,HORÁRIO NEGADO,GR2 - BEATRIZ
03/01/2026,15:05:00,34340,JOAO RAQUEL LOPES DE CORREIA,RECEPCAO DE MERCADORIA - LOJA,OPERADOR DE COMPUTADOR,HORÁRIO NEGADO,GR1 – ADRIANO
03/01/2026,15:22:00,34065,DANIEL ISABELA COSTA DA NEVES,JARDINAGEM,TESOUREIRO,HORÁRIO NEGADO,JONAS
03/01/2026,15:57:00,23890,FERNANDA LOPES DE LOPES,JARDINAGEM,CONFERENTE DE MERCADORIA,HORÁRIO NEGADO,GR2 - BEATRIZ
03/01/2026,16:12:00,31371,DIEGO GOMES DA REIS,ENTREGA,VENDEDOR,ADM,GR2 - BEATRIZ
03/01/2026,18:28:00,31497,CARLA MENDES DE FARIAS,TINTAS E ACESSORIOS,APRENDIZ EM SERVICOS VENDAS,HORÁRIO NEGADO,JONAS
04/01/2026,08:44:00,31764,PEDRO LUCIANA PEREIRA,RECURSOS HUMANOS,ATENDENTE,ADM,GRL – FLAVIA
04/01/2026,08:54:00,16203,ALINE CARDOSO,TECNOLOGIA DA INFORMACAO,MOTORISTA,HORÁRIO NEGADO,MARINA
04/01/2026,10:09:00,29263,HELENA CARDOSO,FRENTE DE LOJA,OPERADOR DE COMPUTADOR,HORÁRIO NEGADO,GR5 - EDUARDO
04/01/2026,10:12:00,15871,HELENA PINHEIRO,PISOS E REVESTIMENTOS,APROVADOR DE CREDITO,HORÁRIO NEGADO,GR3 – CLARA
04/01/2026,10:49:38,24487,FELIPE JORGE REIS DA MACHADO,TESOURARIA,PROMOTOR(A),HORÁRIO NEGADO,OSCAR
04/01/2026,11:14:23,29563,SILVIA DIAS DA LIMA FILHO,ELETRODOMESTICOS-ELETROPORTATEIS,OPERADOR DE EMPILHADEIRA,HORÁRIO NEGADO,GR1 - ADRIANO
04/01/2026,11:18:00,16242,DIEGO LEITE,METAIS SANITARIOS,MOTORISTA,HORÁRIO NEGADO,GRL - FLAVIA
04/01/2026,11:50:00,37994,SANDRA JOAO BARBOSA DOS COSTA,TINTAS E ACESSORIOS,APRENDIZ EM SERVICOS VENDAS,ARMARIOS,NILDO
04/01/2026,12:05:00,30872,LUCAS SOUZA DE CORREIA,ELETRO,ELETRICISTA,HORÁRIO NEGADO,IARA
04/01/2026,12:13:00,38190,PRISCILA LIMA,MATERIAL ELETRICO,CONFERENTE DE MERCADORIA,FOLGA FIXA,GR3 - CLARA
04/01/2026,12:52:38,16203,ALINE CARDOSO,TECNOLOGIA DA INFORMACAO,MOTORISTA,HORÁRIO NEGADO,GR5 - EDUARDO
04/01/2026,13:01:00,32928,EDUARDO TEIXEIRA DOS CARDOSO,BALCAO DE FERRAMENTAS,VENDEDOR,HORÁRIO NEGADO,MARINA
04/01/2026,13:07:00,21313,LUCIANA MACHADO DE NASCIMENTO,ACESSORIOS PARA BANHEIRO,SUPERVISOR DE VENDAS,HORÁRIO NEGADO,GR5 - EDUARDO
04/01/2026,13:40:48,29741,ANA PATRICIA ALVES DA TEIXEIRA,UTILIDADES DOMESTICAS - PLASTICOS,AUX. ADMINISTRATIVO,HORÁRIO NEGADO,HELIO
04/01/2026,14:59:00,28358,CRISTIANE JULIANA SOARES,TINTAS E ACESSORIOS,VENDEDOR,HORÁRIO NEGADO,GR1 - ADRIANO
04/01/2026,16:26:39,37563,BRUNO SIMONE FERNANDES,RECEPCAO DE MERCADORIA - LOJA,ELETRICISTA,HORÁRIO NEGADO,GR5 – EDUARDO
05/01/2026,09:10:03,18230,WAGNER NASCIMENTO DE TEIXEIRA,MANUTENCAO INFRAESTRUTURA,AUX. DE ASSISTENCIA TECNICA,HORÁRIO NEGADO,GR3 - CLARA
05/01/2026,09:30:00,39939,CARLA CAIO MELO,TECNOLOGIA DA INFORMACAO,ELETRICISTA,HORÁRIO NEGADO,GR5 - EDUARDO
05/01/2026,09:40:31,28211,VICTOR FABIANA PEREIRA DE DIAS,MANUTENCAO INFRAESTRUTURA,VENDEDOR,HORÁRIO NEGADO,GR3 - CLARA
05/01/2026,10:05:00,35399,MARCIA PEREIRA,PREVENCAO DE PERDAS,OPERADOR DE EMPILHADEIRA,HORÁRIO NEGADO,GR5 - EDUARDO
05/01/2026,10:32:00,32565,VANESSA ELIAS NEVES,TINTAS E ACESSORIOS,ELETRICISTA,ESQUECEU CRACHÁ,HELIO
05/01/2026,10:40:31,33957,DANIELA RAQUEL DUARTE,DEPOSITOS INTERNOS,AUX. ADMINISTRATIVO,HORÁRIO NEGADO,IARA
05/01/2026,11:34:00,21545,DIEGO COSTA,MATERIAL ELETRICO,APROVADOR DE CREDITO,HORÁRIO NEGADO,GR1 - ADRIANO
05/01/2026,11:43:00,16641,GUSTAVO RAQUEL LIMA DOS COSTA,ENTREGA,AUX. DE DEPOSITO,HORÁRIO NEGADO,LUCIO
05/01/2026,12:51:16,90032,RENATA LETICIA SANTOS DA SOARES FILHO,TESOURARIA,AUX.ENTREGA EXTERNA,ESQUECEU CRACHÁ,HELIO
05/01/2026,14:31:59,19613,DANIEL SILVA,VENDAS,ELETRICISTA,HORÁRIO NEGADO,GRL - FLAVIA
05/01/2026,15:29:12,34259,MARCELO FERNANDA REIS DA SILVA,FRENTE DE LOJA,ELETRICISTA,HORÁRIO NEGADO,GR5 - EDUARDO
05/01/2026,15:36:00,26450,ALINE MARCELO MELO,0,OPERADOR DE COMPUTADOR,FOLGA FIXA,GR1 - ADRIANO
05/01/2026,15:39:52,30524,MARCELO JOAO LIMA DE ALVES,ENTREGA,OPERADOR DE LOJA,HORÁRIO NEGADO,JONAS
05/01/2026,17:24:00,24042,JORGE SILVIA SOARES DE SOARES,ACESSORIOS PARA BANHEIRO,AUX.ENTREGA EXTERNA,HORÁRIO NEGADO,LUCIO
05/01/2026,17:32:00,21493,WAGNER GUSTAVO SOUZA,ACESSORIOS PARA BANHEIRO,AUXILIAR DE LIMPEZA SANITARIA,HORÁRIO NEGADO,GR3 - CLARA
06/01/2026,08:14:00,30709,CAIO AMANDA RIBEIRO DOS COSTA,RECEPCAO DE MERCADORIA - LOJA,TESOUREIRO,HORÁRIO NEGADO,GRL - FLAVIA
06/01/2026,08:27:25,16203,ALINE CARDOSO,TECNOLOGIA DA INFORMACAO,MOTORISTA,HORÁRIO NEGADO,JONAS
06/01/2026,08:34:00,25947,JORGE IVAN MOREIRA FILHO,JARDINAGEM,AUX. DE PREVENCAO DE PERDAS,HORÁRIO NEGADO,IARA
06/01/2026,08:57:00,36755,THIAGO LUCAS RAMOS DA SILVA,ENTREGA,FRENTE DE LOJA,HORÁRIO NEGADO,GR3 - CLARA
06/01/2026,09:14:00,24941,CLAUDIA CARLA MARTINS DE LEITE,UTILIDADES DOMESTICAS - PLASTICOS,MOTORISTA,FOLGA FIXA,GR1 - ADRIANO
06/01/2026,09:46:00,27363,DANIEL REIS DE MELO NETO,RECURSOS HUMANOS,AUX.ENTREGA EXTERNA,HORÁRIO NEGADO,GR1 - ADRIANO
06/01/2026,09:51:00,16721,JULIANA BARBOSA DE SANTOS,TESOURARIA,MOTORISTA,HORÁRIO NEGADO,GR1 - ADRIANO
06/01/2026,09:54:37,37904,PEDRO NATALIA FREITAS DOS PINHEIRO,PISOS E REVESTIMENTOS,ATENDENTE,HORÁRIO NEGADO,GR3 – CLARA
06/01/2026,10:37:10,24020,OTAVIO NUNES,CREDIARIO,TESOUREIRO,HORÁRIO NEGADO,GR3 - CLARA
06/01/2026,10:59:00,32131,RAQUEL RIBEIRO,METAIS SANITARIOS,OPERADOR DE LOJA,HORÁRIO NEGADO,GR5 - EDUARDO
06/01/2026,11:36:00,25711,MARCELO SOARES DOS FREITAS FILHO,ENTREGA,TESOUREIRO,HORÁRIO NEGADO,GR5 - EDUARDO
06/01/2026,12:03:00,25426,LETICIA CUNHA,ELETRO,CONFERENTE DE MERCADORIA,HORÁRIO NEGADO,HELIO
06/01/2026,13:07:00,22841,CARLA IGOR MENDES DOS PEREIRA NETO,TINTAS E ACESSORIOS,AUXILIAR DE LIMPEZA SANITARIA,HORÁRIO NEGADO,GR1 - ADRIANO
06/01/2026,14:29:00,29379,SANDRA SERGIO MENDES,JARDINAGEM,AUX. ADMINISTRATIVO,HORÁRIO NEGADO,OSCAR
06/01/2026,15:05:00,38106,TATIANA ROSANA GOMES DOS MARTINS,TECNOLOGIA DA INFORMACAO,MOTORISTA,HORÁRIO NEGADO,GR1 - ADRIANO
06/01/2026,15:10:00,31497,CARLA MENDES DE FARIAS,TINTAS E ACESSORIOS,APRENDIZ EM SERVICOS VENDAS,FOLGA FIXA,IARA
06/01/2026,15:53:00,35392,PRISCILA FELIPE NASCIMENTO,UTILIDADES DOMESTICAS - PLASTICOS,AUX. DE PREVENCAO DE PERDAS,HORÁRIO NEGADO,GR1 - ADRIANO
06/01/2026,16:30:29,39045,ELIAS SANTOS DOS MACHADO,MOVEIS E COZINHAS,APROVADOR DE CREDITO,HORÁRIO NEGADO,IARA
06/01/2026,17:52:21,38263,SAMUEL GOMES DE SOUZA,CAIXA,AUX.ENTREGA EXTERNA,HORÁRIO NEGADO,GR1 - ADRIANO
07/01/2026,08:33:15,35550,RAQUEL SANTOS,PREVENCAO DE PERDAS,FRENTE DE LOJA,HORÁRIO NEGADO,GR3 - CLARA
07/01/2026,08:41:00,35270,LUCIANA CAMILA TEIXEIRA DA MACHADO,TECNOLOGIA DA INFORMACAO,FRENTE DE LOJA,HORÁRIO NEGADO,GR1 - ADRIANO
07/01/2026,08:53:49,23971,ANA CUNHA DA CUNHA,TRANSPORTE PESADO,AUX. DE PREVENCAO DE PERDAS,HORÁRIO NEGADO,GRL - FLAVIA
07/01/2026,09:19:11,,IVAN,DEPOSITOS INTERNOS,OPERADOR DE LOJA,HORÁRIO NEGADO,GR1 - ADRIANO
07/01/2026,09:19:43,16034,LARISSA SANTOS DA NUNES,ACESSORIOS P/ BANHEIRO,FRENTE DE LOJA,HORÁRIO NEGADO,GR3 – CLARA
07/01/2026,09:36:15,23346,GISELE LEANDRO MENDES,UTILIDADES DOMESTICAS - PRESENTES,TESOUREIRO,HORÁRIO NEGADO,JONAS
07/01/2026,09:56:00,31125,ISABELA GABRIEL SOARES DA SILVA,MOVEIS,APRENDIZ EM SERVICOS VENDAS,HORÁRIO NEGADO,GR2 - BEATRIZ
07/01/2026,10:03:00,21374,BRUNO LOPES DOS COSTA,PREVENCAO DE PERDAS,TESOUREIRO,HORÁRIO NEGADO,HELIO
07/01/2026,10:14:00,98797,MARCIA DIAS,MOVEIS E COZINHAS,OPERADOR DE EMPILHADEIRA,PERDEU CRACHÁ,KELLY
07/01/2026,10:29:00,28818,BEATRIZ DUARTE,BALCAO DE FERRAMENTAS,AUX. DE PREVENCAO DE PERDAS,HORÁRIO NEGADO,GR2 - BEATRIZ
07/01/2026,10:56:00,27363,DANIEL REIS DE MELO NETO,RECURSOS HUMANOS,AUX.ENTREGA EXTERNA,HORÁRIO NEGADO,GR3 - CLARA
07/01/2026,11:23:38,28717,LUCIANA ELAINE LEITE DA FERNANDES JUNIOR,MATERIAL ELETRICO,AUX. DE ASSISTENCIA TECNICA,HORÁRIO NEGADO,GR2 - BEATRIZ
07/01/2026,12:20:00,33860,ROSANA LEANDRO NEVES,TECNOLOGIA DA INFORMACAO,CONFERENTE DE MERCADORIA,HORÁRIO NEGADO,GR1 - ADRIANO
07/01/2026,12:37:00,,CAIO,PISOS E REVESTIMENTOS,ELETRICISTA,HORÁRIO NEGADO,GR5 - EDUARDO
07/01/2026,13:15:18,30270,RENATA CAIO NEVES,TESOURARIA,AUX. DE ASSISTENCIA TECNICA,HORÁRIO NEGADO,GR2 - BEATRIZ
07/01/2026,14:00:17,31187,PRISCILA MATEUS COSTA DE COSTA,MOVEIS E COZINHAS,CONFERENTE DE MERCADORIA,HORÁRIO NEGADO,GR4 - DENISE
07/01/2026,14:07:11,30843,BEATRIZ LEITE,LIMPEZA,ATENDENTE,HORÁRIO NEGADO,JONAS
07/01/2026,16:54:00,33024,MATEUS ALVES DOS CORREIA NETO,TECNOLOGIA DA INFORMACAO,OPERADOR DE LOJA,HORÁRIO NEGADO,GR5 - EDUARDO
08/01/2026,08:00:00,28638,JORGE LEITE,UTILIDADES DOMESTICAS - PLASTICOS,OPERADOR DE LOJA,HORÁRIO NEGADO,MARINA
08/01/2026,08:12:00,36635,ANA NEVES DA DUARTE,UTILIDADES DOMESTICAS - PLASTICOS,PROMOTOR(A),HORÁRIO NEGADO,JONAS
08/01/2026,08:20:00,19243,DANIEL RIBEIRO,CREDIARIO,AUX.ENTREGA EXTERNA,HORÁRIO NEGADO,GR1 - ADRIANO
08/01/2026,08:36:00,17088,FERNANDA LEANDRO ALVES DE MOREIRA,EXPEDICAO,AUX. ADMINISTRATIVO,HORÁRIO NEGADO,GR1 - ADRIANO
08/01/2026,08:58:00,36001,MARCOS DIAS,ACESSORIOS PARA BANHEIRO,AUX. DE ASSISTENCIA TECNICA,HORÁRIO NEGADO,GR4 - DENISE
08/01/2026,08:59:00,37399,JORGE FARIAS,LIMPEZA,AUX. DE ASSISTENCIA TECNICA,HORÁRIO NEGADO,LUCIO
08/01/2026,09:08:00,16410,CARLOS RICARDO MARTINS DE BARBOSA,CABOS E FIOS,OPERADOR DE EMPILHADEIRA,HORÁRIO NEGADO,JONAS
08/01/2026,09:44:00,21313,LUCIANA MACHADO DE NASCIMENTO,ACESSORIOS PARA BANHEIRO,SUPERVISOR DE VENDAS,HORÁRIO NEGADO,JONAS
08/01/2026,09:51:00,15233,SAMUEL NUNES DE ALVES,TINTAS E ACESSORIOS,CONFERENTE DE MERCADORIA,HORÁRIO NEGADO,LUCIO
08/01/2026,10:37:08,24042,JORGE SILVIA SOARES DE SOARES,ACESSORIOS PARA BANHEIRO,AUX.ENTREGA EXTERNA,HORÁRIO NEGADO,GRL - FLAVIA
08/01/2026,10:38:00,30219,ADRIANA THIAGO NOGUEIRA DE RIBEIRO,MATERIAL ELETRICO,PROMOTOR(A),HORÁRIO NEGADO,GR5 - EDUARDO
08/01/2026,10:47:00,33024,MATEUS ALVES DOS CORREIA NETO,TECNOLOGIA DA INFORMACAO,OPERADOR DE LOJA,HORÁRIO NEGADO,OSCAR
08/01/2026,11:05:00,27410,DIEGO LUCAS LOPES,RECURSOS HUMANOS,FRENTE DE LOJA,HORÁRIO NEGADO,GR4 - DENISE
08/01/2026,12:11:00,92617,HELENA MACHADO DA FARIAS,PREVENCAO DE PERDAS,AUX. DE ASSISTENCIA TECNICA,HORÁRIO NEGADO,HELIO
08/01/2026,13:00:42,15056,CARLA GOMES DOS VIEIRA FILHO,BALCAO DE FERRAMENTAS,OPERADOR DE COMPUTADOR,HORÁRIO NEGADO,GR5 - EDUARDO
08/01/2026,13:33:00,38049,ANA ANA COSTA,TRANSPORTE PESADO,TESOUREIRO,HORÁRIO NEGADO,KELLY
08/01/2026,14:03:38,17033,RICARDO NATALIA MELO,PISOS E REVESTIMENTOS,OPERADOR DE EMPILHADEIRA,HORÁRIO NEGADO,IARA
08/01/2026,16:16:20,39074,SERGIO SILVA DE SANTOS,BALCAO DE FERRAMENTAS,ATENDENTE,ADM,GR5 – EDUARDO
08/01/2026,17:19:00,32578,BEATRIZ DIAS DA PEREIRA,UTILIDADES DOMESTICAS - PRESENTES,CONFERENTE DE MERCADORIA,HORÁRIO NEGADO,GR2 - BEATRIZ
09/01/2026,08:01:00,17445,LUCAS WAGNER MACHADO,TINTAS E ACESSORIOS,MOTORISTA,HORÁRIO NEGADO,GR5 - EDUARDO
09/01/2026,08:55:52,22824,TARCISIO JOAO SILVA DA CARDOSO,JARDINAGEM,OPERADOR DE COMPUTADOR,HORÁRIO NEGADO,GR1 - ADRIANO
09/01/2026,09:09:00,28345,FERNANDA NASCIMENTO DOS PINHEIRO,TRANSPORTE PESADO,FRENTE DE LOJA,HORÁRIO NEGADO,MARINA
09/01/2026,09:14:00,21745,GISELE MENDES,METAIS SANITARIOS,ATENDENTE,HORÁRIO NEGADO,MARINA
09/01/2026,09:21:00,17142,LARISSA CLAUDIA LIMA,PREVENCAO DE PERDAS,PROMOTOR(A),HORÁRIO NEGADO,GR3 - CLARA
09/01/2026,09:27:00,19962,AMANDA MARCELO NUNES DA MELO,BALCAO DE FERRAMENTAS,AUX. DE ASSISTENCIA TECNICA,HORÁRIO NEGADO,IARA
09/01/2026,12:42:00,33957,DANIELA RAQUEL DUARTE,DEPOSITOS INTERNOS,AUX. ADMINISTRATIVO,HORÁRIO NEGADO,GRL - FLAVIA
09/01/2026,14:05:00,20780,MARIANA CORREIA DE SANTOS,TINTAS E ACESSORIOS,AUX. DE PREVENCAO DE PERDAS,HORÁRIO NEGADO,GR3 - CLARA
09/01/2026,14:41:05,22098,RODRIGO TATIANA ALVES DE DUARTE,METAIS SANITARIOS,AUX. DE ASSISTENCIA TECNICA,HORÁRIO NEGADO,GRL - FLAVIA
09/01/2026,15:15:00,18246,SAMUEL LIMA FILHO,TINTAS E ACESSORIOS,OPERADOR DE EMPILHADEIRA,HORÁRIO NEGADO,JONAS
09/01/2026,15:29:00,24941,CLAUDIA CARLA MARTINS DE LEITE,UTILIDADES DOMESTICAS - PLASTICOS,MOTORISTA,HORÁRIO NEGADO,GR1 - ADRIANO
09/01/2026,15:50:00,22665,BRUNO VIVIANE LEITE DOS SILVA,UTILIDADES DOMESTICAS - PRESENTES,AUX. DE DEPOSITO,HORÁRIO NEGADO,IARA
09/01/2026,15:55:00,29034,RODRIGO NEVES,DEPOSITOS INTERNOS,APROVADOR DE CREDITO,HORÁRIO NEGADO,JONAS
09/01/2026,16:22:00,35557,NATALIA LIMA DOS VIEIRA JUNIOR,CAIXA,AUX. DE PREVENCAO DE PERDAS,HORÁRIO NEGADO,GR2 - BEATRIZ
09/01/2026,18:59:00,30499,ISABELA SILVA DOS PINHEIRO,0,FRENTE DE LOJA,HORÁRIO NEGADO,LUCIO
09/01/2026,19:09:00,39074,SERGIO SILVA DE SANTOS,BALCAO DE FERRAMENTAS,ATENDENTE,FOLGA FIXA,GR5 - EDUARDO
10/01/2026,08:13:00,26458,MARCELO FERNANDA LEITE DE LOPES,TESOURARIA,OPERADOR DE EMPILHADEIRA,HORÁRIO NEGADO,LUCIO
10/01/2026,08:18:00,27637,TATIANA FARIAS DE NASCIMENTO,FRENTE DE LOJA,FRENTE DE LOJA,HORÁRIO NEGADO,GR1 - ADRIANO
10/01/2026,08:25:00,23118,ROSANA RODRIGO MACHADO DA MOREIRA,VENDAS,VENDEDOR,HORÁRIO NEGADO,JONAS
10/01/2026,08:27:00,35747,RENATA BEATRIZ CUNHA,MANUTENCAO INFRAESTRUTURA,ATENDENTE,HORÁRIO NEGADO,HELIO
10/01/2026,08:54:00,,SANDRA,JARDINAGEM,AUX. ADMINISTRATIVO,HORÁRIO NEGADO,GR5 - EDUARDO
10/01/2026,09:10:00,16876,AMANDA CARLOS FERNANDES,PISOS E REVESTIMENTOS,TESOUREIRO,HORÁRIO NEGADO,GR3 - CLARA
10/01/2026,09:24:00,97855,NATALIA ROCHA JUNIOR,BALCAO DE FERRAMENTAS,ELETRICISTA,FOLGA FIXA,JONAS
10/01/2026,10:28:00,17763,LEANDRO MELO DE MARTINS,MOVEIS E COZINHAS,AUX.ENTREGA EXTERNA,HORÁRIO NEGADO,GR1 - ADRIANO
10/01/2026,11:10:00,27207,LARISSA TEIXEIRA DE FARIAS,DEPOSITOS INTERNOS,VENDEDOR,HORÁRIO NEGADO,MARINA
10/01/2026,11:16:00,35003,MATEUS SANDRA CARDOSO,ELETRODOMESTICOS-ELETROPORTATEIS,OPERADOR DE COMPUTADOR,HORÁRIO NEGADO,GR1 - ADRIANO
10/01/2026,13:01:00,36433,TARCISIO SANTOS,DEPOSITOS INTERNOS,AUX.ENTREGA EXTERNA,HORÁRIO NEGADO,GR1 - ADRIANO
10/01/2026,13:54:35,16410,CARLOS RICARDO MARTINS DE BARBOSA,CABOS E FIOS,OPERADOR DE EMPILHADEIRA,HORÁRIO NEGADO,GR3 - CLARA
10/01/2026,14:57:00,15228,IGOR ALVES DOS FERNANDES,MATERIAL ELETRICO,AUXILIAR DE LIMPEZA SANITARIA,HORÁRIO NEGADO,LUCIO
10/01/2026,15:30:00,32131,RAQUEL RIBEIRO,METAIS SANITARIOS,OPERADOR DE LOJA,HORÁRIO NEGADO,GRL - FLAVIA
10/01/2026,16:26:00,28339,RENATA FERNANDA SOARES,ENTREGA,MOTORISTA,HORÁRIO NEGADO,KELLY
10/01/2026,16:38:00,26883,PEDRO TEIXEIRA DA VIEIRA,RECEPCAO DE MERCADORIA - LOJA,MOTORISTA,HORÁRIO NEGADO,GRL – FLAVIA
10/01/2026,17:02:00,18797,VICTOR MELO DOS CORREIA,UTILIDADES DOMESTICAS - PLASTICOS,AUXILIAR DE LIMPEZA SANITARIA,HORÁRIO NEGADO,MARINA
11/01/2026,07:52:00,38777,DIEGO BARBOSA DA CUNHA,CABOS E FIOS,AUX. DE DEPOSITO,HORÁRIO NEGADO,GR3 - CLARA
11/01/2026,08:02:00,37399,JORGE FARIAS,LIMPEZA,AUX. DE ASSISTENCIA TECNICA,HORÁRIO NEGADO,GR2 - BEATRIZ
11/01/2026,08:18:00,25348,TARCISIO GISELE MARTINS DOS CARDOSO NETO,PREVENCAO DE PERDAS,AUX.ENTREGA EXTERNA,HORÁRIO NEGADO,GR1 - ADRIANO
11/01/2026,08:19:00,20627,CAIO RAMOS DA NUNES JUNIOR,CAIXA,AUX. DE PREVENCAO DE PERDAS,ESQUECEU CRACHÁ,GR1 - ADRIANO
11/01/2026,08:23:00,37341,DIEGO CORREIA,JARDINAGEM,TESOUREIRO,HORÁRIO NEGADO,GR3 - CLARA
